participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score
P03183,26,Female,Hispanic,High School,Conservative,4,3,2,4.4,1
P03184,36,Male,White,Bachelor,Conservative,5,2,5,2.7,4
P03185,30,Male,Asian,PhD,Conservative,5,2,5,4.1,2
P03186,55,Female,Hispanic,Bachelor,Liberal,2,5,3,2.9,3
P03187,25,Female,Hispanic,Bachelor,Conservative,4,4,5,3.2,4
P03188,50,Female,White,High School,Conservative,5,2,4,3.2,1
P03189,50,Male,White,Master,Conservative,1,5,4,2.6,3
P03190,61,Male,White,Master,Moderate,5,2,5,2.5,3
P03191,35,Female,White,Bachelor,Liberal,5,1,4,2.3,4
P03192,48,Male,White,High School,Liberal,3,1,5,1.7,1
P03193,67,Other,Hispanic,PhD,Liberal,1,1,2,2.6,3
P03194,32,Female,White,Bachelor,Conservative,1,1,5,2.7,4
P03195,21,Male,White,Master,Moderate,2,4,2,3.4,1
P03196,18,Female,Other,High School,Conservative,3,2,1,2.9,3
P03197,48,Male,White,High School,Moderate,1,1,4,4.1,3
P03198,18,Female,White,Master,Moderate,3,5,1,4.0,2
P03199,35,Male,Asian,High School,Liberal,3,1,4,4.3,5
P03200,45,Male,White,Bachelor,Liberal,4,3,1,2.8,1
P03201,42,Female,Black,Bachelor,Moderate,1,3,5,2.5,4
P03202,45,Female,White,Master,Moderate,4,4,1,1.6,2
P03203,42,Male,Hispanic,High School,Liberal,5,3,4,4.3,3
P03204,55,Female,White,High School,Conservative,5,5,3,1.8,4
P03205,28,Male,White,PhD,Liberal,4,1,4,2.1,2
P03206,31,Male,White,Bachelor,Conservative,5,3,3,3.2,2
P03207,30,Male,White,High School,Liberal,4,3,5,2.7,5
P03208,49,Male,White,High School,Moderate,2,4,4,4.4,2
P03209,50,Male,White,Not Applicable,Liberal,3,3,1,2.2,1
P03210,45,Male,White,High School,Conservative,2,1,5,3.0,5
P03211,54,Male,White,Bachelor,Moderate,1,2,4,1.1,5
P03212,25,Male,White,Bachelor,Moderate,2,1,5,4.2,3
P03213,60,Male,White,Master,Conservative,2,3,3,1.3,3
P03214,58,Female,Black,Master,Liberal,5,3,5,5.0,1
P03215,48,Male,White,Bachelor,Liberal,4,3,1,2.9,4
P03216,61,Female,White,High School,Conservative,1,4,4,2.7,1
P03217,20,Female,Asian,Master,Moderate,5,5,3,3.0,5
P03218,33,Female,Hispanic,Bachelor,Liberal,1,1,5,1.9,3
P03219,31,Female,White,PhD,Moderate,3,3,2,3.7,1
P03220,48,Female,White,Bachelor,Liberal,4,2,3,2.6,3
P03221,27,Male,White,Bachelor,Liberal,5,4,3,2.7,1
P03222,49,Female,White,High School,Moderate,2,5,1,4.3,1
P03223,56,Female,Black,Master,Conservative,3,3,1,1.3,2
P03224,48,Female,White,High School,Moderate,2,1,5,2.8,1
P03225,43,Female,Black,High School,Moderate,1,2,2,2.9,3
P03226,28,Male,White,High School,Conservative,3,4,3,3.1,1
P03227,29,Female,White,High School,Liberal,5,1,5,2.4,4
P03228,54,Female,Hispanic,High School,Conservative,2,1,2,2.7,2
P03229,49,Male,White,High School,Conservative,2,4,5,4.8,1
P03230,39,Male,White,PhD,Liberal,1,1,3,3.5,4
P03231,34,Female,Other,High School,Liberal,1,2,5,2.2,3
P03232,18,Female,Hispanic,Master,Conservative,4,2,1,3.7,4
P03233,27,Female,Asian,High School,Conservative,4,1,1,3.0,2
P03234,62,Female,White,Bachelor,Liberal,1,3,4,3.7,3
P03235,24,Male,White,Bachelor,Liberal,4,1,2,2.8,1
P03236,42,Male,Hispanic,Not Applicable,Liberal,2,3,3,2.2,1
P03237,52,Male,White,Master,Liberal,1,1,2,1.3,4
P03238,24,Male,Hispanic,Bachelor,Moderate,3,5,1,4.2,1
P03239,42,Male,White,Master,Moderate,1,2,3,3.7,3
P03240,51,Male,White,High School,Conservative,5,1,4,3.4,3
P03241,40,Female,Other,Bachelor,Liberal,5,2,1,3.6,1
P03242,74,Female,White,High School,Conservative,1,4,1,4.2,4
P03243,19,Male,White,High School,Liberal,3,5,2,1.3,1
P03244,52,Male,White,High School,Liberal,1,3,5,3.1,5
P03245,37,Male,White,Master,Moderate,3,4,2,1.2,1
P03246,49,Female,White,Bachelor,Liberal,2,5,1,2.6,2
P03247,45,Male,White,Master,Liberal,2,4,2,3.3,1
P03248,31,Male,White,Bachelor,Conservative,3,2,5,2.6,5
P03249,42,Female,Asian,High School,Liberal,4,5,4,4.8,2
P03250,18,Female,White,Master,Conservative,2,4,3,2.7,4
P03251,47,Male,Other,Master,Liberal,5,3,1,2.2,2
P03252,43,Male,White,PhD,Liberal,1,5,2,3.0,3
P03253,47,Male,White,Bachelor,Moderate,4,5,1,2.0,5
P03254,52,Female,White,Master,Conservative,5,4,3,2.1,3
P03255,44,Female,Asian,Master,Moderate,1,1,2,3.9,3
P03256,41,Male,Other,High School,Moderate,5,3,4,4.0,2
P03257,29,Female,Hispanic,High School,Conservative,4,3,3,3.2,2
P03258,31,Male,White,High School,Conservative,3,4,5,3.6,3
P03259,54,Male,White,High School,Liberal,1,2,5,5.0,4
P03260,57,Male,Hispanic,Bachelor,Conservative,5,2,1,2.9,1
P03261,37,Female,Hispanic,Not Applicable,Moderate,5,1,5,2.1,1
P03262,40,Male,Other,Bachelor,Conservative,4,1,2,3.5,5
P03263,29,Male,White,Master,Moderate,4,4,5,3.8,2
P03264,54,Male,Other,Bachelor,Liberal,4,2,4,3.9,1
P03265,47,Male,White,High School,Moderate,3,3,2,4.1,4
P03266,63,Female,White,High School,Moderate,2,2,1,4.0,5
P03267,29,Male,White,Bachelor,Moderate,5,4,1,3.5,2
P03268,35,Male,White,Bachelor,Conservative,3,2,5,3.6,1
P03269,42,Female,Asian,Not Applicable,Conservative,5,5,5,3.4,3
P03270,47,Female,Hispanic,High School,Moderate,3,4,1,1.4,4
P03271,37,Female,Asian,PhD,Moderate,1,5,2,1.3,4
P03272,29,Female,Black,Bachelor,Moderate,2,4,3,1.9,2
P03273,50,Male,White,Bachelor,Moderate,5,3,1,3.8,4
P03274,48,Female,Black,Bachelor,Conservative,4,4,4,2.6,2
P03275,29,Female,White,High School,Moderate,2,4,2,3.1,4
P03276,56,Male,Hispanic,High School,Liberal,5,4,3,4.6,1
P03277,54,Female,Black,High School,Moderate,1,4,3,4.1,2
P03278,41,Male,Black,High School,Moderate,5,1,2,1.0,4
P03279,40,Other,White,Master,Moderate,5,5,1,3.7,1
P03280,46,Female,Hispanic,High School,Moderate,5,4,3,3.1,1
P03281,29,Female,White,Bachelor,Liberal,2,4,4,2.3,1
P03282,40,Female,White,High School,Liberal,5,1,2,2.7,2
P03283,18,Female,Asian,Master,Liberal,4,2,5,2.7,2
P03284,50,Male,White,Master,Moderate,3,1,1,1.7,4
P03285,21,Male,Hispanic,Master,Liberal,4,1,2,3.2,3
P03286,58,Male,White,Bachelor,Conservative,1,1,4,5.0,3
P03287,36,Male,White,High School,Liberal,2,4,3,4.0,5
P03288,37,Female,Hispanic,Master,Conservative,3,1,1,1.0,3
P03289,32,Male,White,High School,Liberal,2,1,1,3.3,3
P03290,36,Male,White,High School,Liberal,2,1,2,3.3,4
P03291,57,Female,White,High School,Moderate,5,4,2,2.0,2
P03292,18,Female,White,Bachelor,Liberal,4,3,4,1.8,3
P03293,55,Male,Black,Bachelor,Conservative,3,3,5,3.9,5
P03294,44,Male,White,Bachelor,Liberal,5,2,2,3.1,4
P03295,25,Male,Hispanic,Bachelor,Moderate,3,4,2,2.5,1
P03296,27,Female,Asian,High School,Conservative,4,1,2,3.6,1
P03297,60,Male,White,PhD,Liberal,5,1,4,5.0,5
P03298,28,Female,Black,Bachelor,Liberal,3,1,3,3.3,2
P03299,26,Male,Black,Bachelor,Liberal,5,3,5,3.3,1
P03300,53,Male,White,Bachelor,Moderate,2,1,4,3.0,2
P03301,44,Female,White,High School,Liberal,1,1,2,2.6,3
P03302,28,Male,White,High School,Moderate,3,3,3,3.8,3
P03303,42,Male,Black,Bachelor,Conservative,4,1,2,2.8,3
P03304,27,Male,Black,High School,Conservative,3,2,4,3.5,1
P03305,53,Female,White,High School,Liberal,1,5,1,4.5,1
P03306,52,Female,Asian,PhD,Liberal,3,2,2,3.7,2
P03307,46,Male,Asian,Bachelor,Liberal,3,4,3,1.7,2
P03308,44,Male,Black,Bachelor,Moderate,3,2,5,1.7,5
P03309,61,Male,Asian,Bachelor,Liberal,4,2,1,4.3,3
P03310,39,Female,White,Not Applicable,Conservative,1,3,2,2.9,4
P03311,25,Female,Hispanic,High School,Conservative,1,4,2,3.3,4
P03312,45,Female,Black,Master,Liberal,4,2,3,2.2,3
P03313,65,Female,Hispanic,Bachelor,Moderate,3,5,1,3.6,5
P03314,27,Male,White,High School,Liberal,3,2,1,4.9,2
P03315,35,Male,White,High School,Liberal,1,1,1,3.2,1
P03316,44,Male,White,Bachelor,Liberal,3,3,2,3.6,5
P03317,39,Male,White,Bachelor,Liberal,2,1,1,4.2,5
P03318,28,Male,Black,High School,Moderate,3,4,2,4.7,3
P03319,53,Female,White,Bachelor,Moderate,3,4,2,2.3,2
P03320,67,Female,Hispanic,Bachelor,Liberal,5,3,1,3.4,4
P03321,42,Female,Black,Bachelor,Conservative,1,2,4,4.3,4
P03322,29,Male,Black,Master,Moderate,1,4,5,4.6,4
P03323,21,Female,White,Master,Liberal,2,5,5,2.6,5
P03324,43,Female,Other,Bachelor,Liberal,2,3,4,2.3,1
P03325,53,Female,Hispanic,Not Applicable,Moderate,2,1,1,2.8,2
P03326,45,Male,Asian,High School,Conservative,1,5,2,2.7,1
P03327,39,Male,White,High School,Moderate,5,3,3,2.7,4
P03328,32,Male,White,Bachelor,Conservative,5,5,4,3.4,1
P03329,26,Male,White,Bachelor,Moderate,4,3,5,2.5,5
P03330,50,Female,White,Bachelor,Moderate,1,1,5,4.6,3
P03331,50,Male,White,Bachelor,Moderate,4,2,2,2.6,1
P03332,21,Male,White,High School,Moderate,3,3,5,2.4,1
P03333,59,Female,Black,High School,Liberal,2,4,5,1.8,1
P03334,46,Female,White,Master,Conservative,4,1,2,4.3,4
P03335,56,Male,White,Master,Liberal,4,1,1,1.7,1
P03336,23,Female,Hispanic,Bachelor,Moderate,1,5,5,3.5,2
P03337,23,Male,White,Bachelor,Moderate,2,4,1,3.7,5
P03338,38,Male,Hispanic,Bachelor,Moderate,2,5,3,1.0,2
P03339,46,Male,White,High School,Liberal,5,1,1,1.7,2
P03340,61,Female,White,Bachelor,Moderate,4,3,2,2.6,4
P03341,48,Female,White,Bachelor,Moderate,5,4,2,4.9,1
P03342,37,Male,Asian,Bachelor,Moderate,4,1,2,2.6,5
P03343,27,Female,White,High School,Conservative,1,4,5,2.5,5
P03344,54,Male,Hispanic,Not Applicable,Conservative,1,3,4,2.3,5
P03345,28,Female,White,Master,Liberal,3,2,5,2.2,1
P03346,59,Male,White,High School,Conservative,4,5,1,2.4,5
P03347,36,Male,Black,Bachelor,Conservative,4,5,3,2.3,5
P03348,59,Female,White,PhD,Liberal,2,1,3,2.3,3
P03349,48,Female,Asian,High School,Liberal,2,1,3,2.3,3
P03350,38,Male,White,Bachelor,Liberal,5,3,3,2.6,5
P03351,33,Male,White,Bachelor,Moderate,3,1,4,4.0,2
P03352,35,Male,Asian,Bachelor,Conservative,1,1,3,1.9,1
P03353,45,Male,Hispanic,Master,Conservative,4,1,5,2.4,2
P03354,40,Female,White,Bachelor,Conservative,5,4,3,2.5,2
P03355,32,Female,Hispanic,High School,Liberal,3,4,2,3.0,1
P03356,38,Male,White,High School,Moderate,2,2,1,2.2,1
P03357,40,Male,Hispanic,High School,Liberal,3,4,5,5.0,4
P03358,18,Female,Black,Bachelor,Liberal,5,5,4,3.6,4
P03359,45,Male,White,Master,Moderate,1,2,5,4.0,4
P03360,28,Female,White,High School,Liberal,2,1,2,3.2,5
P03361,26,Male,White,Bachelor,Moderate,2,5,3,4.4,5
P03362,19,Female,White,Bachelor,Moderate,1,2,3,1.9,5
P03363,18,Female,White,High School,Conservative,2,2,4,2.4,4
P03364,23,Female,Black,Bachelor,Liberal,5,5,1,2.2,1
P03365,31,Female,Other,Bachelor,Conservative,2,2,3,2.8,5
P03366,63,Male,White,Bachelor,Conservative,4,5,4,4.6,1
P03367,33,Female,White,High School,Conservative,3,2,3,5.0,4
P03368,42,Female,White,Bachelor,Conservative,5,2,5,4.0,1
P03369,44,Male,Hispanic,Not Applicable,Moderate,1,2,4,2.9,5
P03370,41,Male,White,Bachelor,Moderate,5,5,4,4.1,1
P03371,39,Male,White,Bachelor,Conservative,4,2,4,4.5,4
P03372,25,Male,White,Bachelor,Conservative,2,4,3,4.2,5
P03373,57,Male,White,High School,Moderate,2,4,4,2.9,5
P03374,61,Female,White,Bachelor,Conservative,5,4,5,2.9,4
P03375,19,Male,White,High School,Moderate,2,4,1,2.3,2
P03376,27,Female,White,High School,Liberal,2,4,1,2.8,3
P03377,36,Male,White,Bachelor,Moderate,4,1,2,2.2,4
P03378,28,Male,White,High School,Liberal,1,2,5,2.9,1
P03379,46,Female,White,Bachelor,Liberal,3,3,5,3.0,2
P03380,31,Female,White,High School,Liberal,5,1,4,2.1,4
P03381,65,Male,Hispanic,High School,Liberal,1,5,2,5.0,3
P03382,54,Male,Hispanic,Master,Conservative,3,1,5,3.3,5
P03383,42,Male,White,PhD,Moderate,1,3,5,4.3,3
P03384,52,Female,White,High School,Liberal,5,1,5,4.2,3
P03385,53,Female,Black,Bachelor,Moderate,4,2,3,4.9,4
P03386,33,Male,White,High School,Liberal,4,4,5,2.1,5
P03387,30,Female,White,Bachelor,Moderate,4,2,3,2.5,5
P03388,40,Female,White,Bachelor,Moderate,1,1,5,1.2,3
P03389,50,Male,Hispanic,High School,Conservative,5,3,1,1.4,4
P03390,41,Female,Hispanic,Bachelor,Liberal,2,5,3,2.0,5
P03391,21,Female,White,High School,Moderate,2,2,3,2.8,5
P03392,30,Male,White,High School,Conservative,4,3,4,2.9,1
P03393,39,Male,Hispanic,Master,Conservative,1,5,5,5.0,3
P03394,39,Male,Hispanic,Bachelor,Liberal,2,4,2,3.5,2
P03395,63,Male,Hispanic,Bachelor,Moderate,1,2,2,4.0,3
P03396,23,Female,White,Bachelor,Liberal,5,2,2,3.1,4
P03397,46,Male,White,Bachelor,Moderate,4,4,2,1.7,5
P03398,57,Female,Black,Bachelor,Liberal,3,4,1,3.3,5
P03399,67,Female,White,Bachelor,Conservative,4,1,2,1.4,1
P03400,35,Female,White,Bachelor,Liberal,3,5,4,2.8,5
P03401,45,Female,White,Bachelor,Moderate,2,3,2,3.6,5
P03402,46,Male,Hispanic,Bachelor,Moderate,3,4,4,2.4,2
P03403,42,Male,Hispanic,Master,Conservative,1,1,3,3.2,3
P03404,38,Female,White,High School,Moderate,3,5,5,2.4,5
P03405,45,Male,Hispanic,Bachelor,Liberal,2,5,2,1.9,4
P03406,18,Male,White,High School,Liberal,2,2,4,3.5,2
P03407,48,Female,Hispanic,Bachelor,Liberal,4,1,4,4.0,2
P03408,41,Female,White,Bachelor,Conservative,2,1,5,4.0,1
P03409,37,Male,White,Master,Moderate,1,2,3,2.8,4
P03410,64,Female,White,Bachelor,Moderate,3,3,2,1.0,2
P03411,31,Female,White,PhD,Liberal,5,4,4,3.1,3
P03412,35,Male,White,Bachelor,Conservative,2,2,2,4.3,4
P03413,63,Male,White,Not Applicable,Moderate,3,4,1,1.7,3
P03414,30,Female,Other,Bachelor,Conservative,4,1,4,4.8,1
P03415,33,Male,White,Not Applicable,Moderate,5,2,3,1.0,1
P03416,38,Male,White,High School,Liberal,4,3,5,3.4,5
P03417,50,Female,White,High School,Liberal,1,4,4,3.8,3
P03418,42,Female,White,Bachelor,Liberal,4,4,1,4.5,3
P03419,24,Male,White,Not Applicable,Conservative,3,4,5,3.5,1
P03420,33,Male,Asian,Bachelor,Conservative,5,1,3,2.7,3
P03421,32,Male,White,High School,Liberal,4,4,2,3.2,4
P03422,39,Other,Black,Bachelor,Liberal,4,5,2,2.3,5
P03423,45,Male,Black,Bachelor,Liberal,1,4,4,1.0,5
P03424,45,Female,White,High School,Conservative,3,1,5,2.8,4
P03425,18,Female,White,Master,Liberal,4,2,1,3.5,2
P03426,52,Male,Hispanic,Not Applicable,Liberal,3,4,1,4.0,3
P03427,43,Female,White,PhD,Liberal,2,4,3,2.5,2
P03428,56,Female,White,High School,Moderate,1,2,5,4.5,2
P03429,45,Female,Hispanic,High School,Conservative,1,5,5,2.8,3
P03430,53,Male,White,High School,Conservative,1,1,2,3.5,1
P03431,45,Female,White,Bachelor,Liberal,3,2,3,3.7,3
P03432,56,Female,Other,High School,Moderate,4,1,3,3.1,1
P03433,46,Other,White,Master,Liberal,4,2,3,2.9,4
P03434,38,Male,White,High School,Conservative,3,3,5,4.6,1
P03435,67,Female,Hispanic,Master,Liberal,3,5,2,1.3,2
P03436,50,Male,Hispanic,PhD,Liberal,2,3,3,3.0,2
P03437,46,Male,White,High School,Moderate,5,2,2,1.2,2
P03438,24,Male,White,Not Applicable,Liberal,5,2,3,1.2,1
P03439,24,Female,Hispanic,Master,Liberal,1,1,5,2.9,2
P03440,43,Male,Asian,Bachelor,Moderate,4,2,2,2.5,5
P03441,41,Female,White,Bachelor,Conservative,1,1,4,5.0,3
P03442,32,Other,White,Bachelor,Moderate,4,1,3,2.7,2
P03443,41,Male,White,High School,Moderate,4,2,5,4.1,1
P03444,59,Female,Hispanic,Bachelor,Moderate,2,1,2,3.1,2
P03445,48,Male,Hispanic,High School,Moderate,3,5,1,1.8,1
P03446,26,Male,Hispanic,Bachelor,Moderate,3,3,5,1.2,3
P03447,38,Female,Hispanic,High School,Moderate,3,2,5,1.6,1
P03448,30,Female,White,High School,Liberal,5,1,1,3.3,3
P03449,35,Female,White,Bachelor,Liberal,3,1,1,4.6,2
P03450,35,Female,Asian,Bachelor,Moderate,5,1,4,2.1,5
P03451,34,Male,Asian,Bachelor,Moderate,1,1,4,3.8,2
P03452,24,Male,White,High School,Conservative,5,5,4,2.8,3
P03453,38,Female,White,PhD,Liberal,4,2,5,1.9,4
P03454,33,Male,Hispanic,Bachelor,Liberal,2,2,5,3.4,4
P03455,18,Male,White,High School,Liberal,2,5,5,4.6,4
P03456,64,Female,White,Bachelor,Liberal,4,5,4,2.9,2
P03457,53,Male,Black,Bachelor,Conservative,1,5,2,3.8,1
P03458,35,Male,Black,High School,Moderate,2,2,5,3.3,5
P03459,40,Female,White,Bachelor,Conservative,4,4,5,3.3,5
P03460,25,Female,Hispanic,Master,Moderate,2,3,5,2.2,2
P03461,60,Female,White,Master,Conservative,5,5,4,3.5,3
P03462,62,Female,White,High School,Conservative,2,5,3,1.5,2
P03463,41,Male,White,Master,Moderate,5,2,4,3.4,4
P03464,52,Female,Asian,High School,Conservative,5,2,3,4.4,3
P03465,42,Female,Hispanic,Not Applicable,Moderate,2,3,4,4.8,5
P03466,23,Male,Hispanic,High School,Conservative,2,1,2,2.0,2
P03467,35,Male,Hispanic,Bachelor,Conservative,5,2,2,3.4,1
P03468,41,Female,White,Bachelor,Conservative,2,3,5,2.3,1
P03469,34,Female,White,High School,Moderate,1,2,4,3.1,5
P03470,37,Female,White,Master,Conservative,3,2,3,4.9,3
P03471,38,Female,White,Bachelor,Moderate,3,2,3,3.9,4
P03472,39,Female,Hispanic,High School,Liberal,4,4,2,2.3,1
P03473,40,Other,Black,Bachelor,Liberal,3,4,5,2.3,1
P03474,27,Female,Other,Bachelor,Conservative,1,5,3,3.0,2
P03475,31,Male,White,High School,Liberal,3,4,4,3.1,5
P03476,24,Female,White,Not Applicable,Moderate,3,3,5,3.1,1
P03477,51,Male,White,PhD,Liberal,1,2,4,1.5,2
P03478,18,Female,White,High School,Liberal,5,4,4,5.0,3
P03479,53,Female,White,Bachelor,Conservative,3,2,2,5.0,1
P03480,56,Female,White,High School,Conservative,4,1,4,3.5,5
P03481,36,Female,White,Master,Moderate,3,5,1,2.1,2
P03482,18,Male,White,PhD,Liberal,3,4,5,2.4,3
P03483,35,Male,White,High School,Moderate,1,2,1,2.1,2
P03484,39,Male,White,Master,Moderate,1,1,4,2.0,4
P03485,27,Female,White,Bachelor,Liberal,4,5,4,2.4,5
P03486,33,Female,White,Bachelor,Liberal,2,5,2,3.4,5
P03487,58,Female,White,PhD,Moderate,1,1,2,3.1,1
P03488,47,Male,White,Bachelor,Liberal,2,4,2,4.5,2
P03489,28,Female,White,Bachelor,Moderate,4,4,2,1.5,3
P03490,20,Female,White,Bachelor,Liberal,3,2,3,2.1,1
P03491,36,Male,White,High School,Moderate,3,3,2,1.0,5
P03492,37,Female,Black,High School,Liberal,2,2,4,3.1,2
P03493,45,Female,Black,PhD,Conservative,4,2,4,4.6,3
P03494,33,Female,Hispanic,Bachelor,Moderate,4,2,5,2.5,5
P03495,46,Male,White,Master,Liberal,1,1,1,4.4,3
P03496,63,Female,White,High School,Moderate,2,5,3,3.7,2
P03497,49,Male,Hispanic,Bachelor,Conservative,1,5,3,3.9,3
P03498,39,Other,White,Not Applicable,Conservative,2,3,5,3.6,1
P03499,37,Male,Black,High School,Conservative,1,4,5,4.8,1
P03500,35,Male,White,High School,Liberal,1,2,2,2.8,2
P03501,54,Female,White,Bachelor,Moderate,4,1,5,3.7,5
P03502,32,Male,Asian,Bachelor,Conservative,4,1,3,4.8,4
P03503,40,Female,White,High School,Moderate,3,2,1,2.0,4
P03504,40,Female,White,Master,Conservative,3,1,1,2.8,4
P03505,33,Female,White,Not Applicable,Liberal,4,1,3,3.6,5
P03506,23,Other,White,Bachelor,Liberal,4,2,2,2.1,1
P03507,43,Male,White,Master,Conservative,1,3,1,2.1,1
P03508,39,Female,White,Master,Moderate,3,1,1,5.0,1
P03509,46,Male,Hispanic,Bachelor,Liberal,4,5,2,2.2,2
P03510,33,Male,Asian,High School,Liberal,2,5,1,2.6,1
P03511,54,Female,White,High School,Conservative,2,5,4,3.2,1
P03512,29,Male,Other,High School,Liberal,3,2,3,3.4,1
P03513,60,Female,White,High School,Liberal,2,5,1,2.5,4
P03514,19,Female,White,High School,Liberal,1,4,1,2.8,3
P03515,45,Female,Hispanic,Bachelor,Conservative,3,1,2,2.0,1
P03516,45,Female,Black,High School,Conservative,4,3,1,2.4,3
P03517,30,Male,Asian,High School,Moderate,2,5,2,3.7,1
P03518,45,Female,White,Bachelor,Moderate,1,2,3,3.9,4
P03519,55,Female,White,High School,Liberal,4,3,4,4.0,4
P03520,18,Female,Hispanic,Master,Liberal,5,2,5,3.0,3
P03521,46,Male,White,High School,Conservative,1,3,3,2.8,4
P03522,18,Female,Black,Master,Liberal,2,3,1,1.7,2
P03523,28,Male,White,Not Applicable,Moderate,1,1,4,2.6,5
P03524,59,Male,Hispanic,Master,Moderate,5,3,5,3.2,5
P03525,33,Female,White,Master,Liberal,5,4,5,4.1,1
P03526,25,Female,White,PhD,Moderate,1,4,1,1.1,4
P03527,37,Female,White,High School,Moderate,4,4,5,2.7,5
P03528,64,Female,Black,Not Applicable,Conservative,4,2,5,1.0,3
P03529,18,Female,Asian,Master,Liberal,5,1,3,1.4,3
P03530,27,Male,White,Master,Liberal,3,2,3,4.3,3
P03531,57,Male,Black,High School,Moderate,3,5,5,1.7,1
P03532,62,Male,White,Bachelor,Conservative,4,4,2,3.1,5
P03533,38,Female,White,Bachelor,Liberal,3,1,1,4.0,5
P03534,25,Male,White,Bachelor,Conservative,4,4,2,2.5,5
P03535,65,Male,White,Bachelor,Conservative,2,1,2,1.8,3
P03536,59,Female,White,High School,Conservative,4,2,5,3.1,3
P03537,48,Male,White,High School,Liberal,2,2,1,4.6,1
P03538,30,Male,Asian,Bachelor,Liberal,5,4,2,4.0,2
P03539,39,Female,Asian,High School,Liberal,3,3,3,2.8,5
P03540,38,Male,Black,High School,Liberal,5,1,3,2.4,1
P03541,43,Male,White,High School,Conservative,1,5,1,4.2,3
P03542,57,Male,Hispanic,High School,Liberal,1,3,2,1.5,2
P03543,50,Female,Black,Bachelor,Moderate,5,2,4,3.9,4
P03544,27,Female,White,High School,Liberal,4,1,4,2.5,2
P03545,56,Male,Hispanic,Not Applicable,Conservative,4,3,1,1.5,1
P03546,43,Female,White,Master,Liberal,3,5,1,1.2,2
P03547,48,Male,White,Master,Liberal,5,3,4,4.6,3
P03548,57,Female,White,High School,Liberal,1,5,2,2.8,2
P03549,26,Male,White,Bachelor,Conservative,5,2,2,2.1,3
P03550,39,Female,Hispanic,Bachelor,Liberal,5,1,5,3.0,2
P03551,33,Female,White,Not Applicable,Liberal,3,2,1,2.4,1
P03552,21,Female,White,Master,Liberal,4,1,2,2.5,4
P03553,44,Male,Hispanic,Bachelor,Conservative,1,3,4,2.5,5
P03554,70,Male,Hispanic,Master,Moderate,3,2,4,3.0,2
P03555,18,Female,Black,High School,Conservative,1,1,3,3.8,4
P03556,39,Male,White,High School,Moderate,1,5,2,1.5,2
P03557,47,Female,White,Bachelor,Liberal,4,1,5,4.4,4
P03558,41,Female,Hispanic,High School,Moderate,4,2,5,2.1,3
P03559,38,Female,White,High School,Liberal,3,2,1,3.3,4
P03560,24,Male,White,Master,Moderate,2,3,3,2.9,5
P03561,42,Female,White,High School,Moderate,3,5,4,2.2,4
P03562,30,Female,White,Bachelor,Moderate,3,1,4,4.1,5
P03563,18,Female,White,PhD,Liberal,2,2,1,2.2,5
P03564,54,Male,White,High School,Liberal,1,1,5,4.4,4
P03565,51,Male,White,High School,Conservative,5,4,5,3.7,5
P03566,40,Male,White,High School,Conservative,2,5,4,2.3,5
P03567,42,Male,White,High School,Liberal,5,5,1,1.8,3
P03568,52,Female,White,High School,Liberal,1,4,2,4.1,1
P03569,42,Female,Black,High School,Conservative,2,5,3,1.9,3
P03570,50,Male,Hispanic,Bachelor,Conservative,4,4,5,2.9,1
P03571,36,Female,White,High School,Conservative,3,1,5,3.7,1
P03572,55,Male,White,Bachelor,Liberal,2,4,5,3.5,3
P03573,43,Male,White,Master,Moderate,2,3,2,2.8,5
P03574,42,Male,White,Master,Liberal,1,4,2,2.3,3
P03575,24,Male,White,Bachelor,Moderate,4,1,3,3.7,5
P03576,43,Female,White,High School,Liberal,2,5,5,1.1,3
P03577,30,Male,Asian,Bachelor,Liberal,4,3,4,3.3,3
P03578,32,Female,Black,High School,Liberal,5,4,5,1.7,2
P03579,30,Male,White,High School,Moderate,2,1,3,2.1,4
P03580,27,Female,White,Master,Moderate,4,3,3,3.4,3
P03581,65,Male,Asian,High School,Moderate,3,3,4,2.3,4
P03582,55,Male,White,High School,Conservative,1,3,2,4.2,5
P03583,63,Male,Asian,Master,Conservative,4,4,4,3.7,2
P03584,25,Male,White,PhD,Moderate,1,1,3,2.3,2
P03585,40,Male,Asian,High School,Conservative,2,1,4,2.8,1
P03586,24,Female,Hispanic,High School,Moderate,2,1,5,1.9,4
P03587,31,Female,Hispanic,Bachelor,Liberal,5,2,3,3.5,2
P03588,28,Female,White,Master,Conservative,1,5,2,4.6,5
P03589,54,Female,White,High School,Liberal,3,1,2,1.8,1
P03590,35,Male,White,Bachelor,Moderate,3,2,4,3.2,2
P03591,52,Male,Hispanic,Not Applicable,Liberal,4,2,4,3.3,5
P03592,47,Other,White,High School,Moderate,3,3,4,1.7,4
P03593,67,Female,White,PhD,Moderate,1,5,5,2.0,5
P03594,22,Female,White,Not Applicable,Liberal,2,3,2,1.2,5
P03595,55,Female,White,High School,Moderate,1,5,3,3.6,5
P03596,53,Male,White,Master,Conservative,1,3,3,2.6,3
