participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score,degree_centrality,community_id
P03175,27,Female,Hispanic,Bachelor,Liberal,3,2,1,2.8,4,Ad_Reason,Ad_Reason,0,2,0.00866859302067126,1
P03177,22,Male,White,Not Applicable,Liberal,5,5,5,4.5,2,Ad_Reason,Ad_Reason,1,3,0.012002667259390976,0
P03178,33,Female,White,Bachelor,Liberal,1,4,3,2.6,2,Control,Control,0,3,0.009335407868415203,3
P03179,51,Female,White,Bachelor,Moderate,5,5,5,3.5,3,Ad_Reason,Ad_Reason,0,3,0.008890864636585907,1
P03180,46,Male,White,Bachelor,Liberal,3,2,5,4.6,3,Ad_Reason,Ad_Reason,1,2,0.010891309179817737,1
P03181,51,Male,White,Master,Moderate,2,5,2,3.0,5,Ad_Emotion,Ad_Emotion,1,4,0.009113136252500556,1
P03182,46,Female,White,High School,Conservative,4,2,2,3.0,3,Ad_Reason,Ad_Reason,0,4,0.00866859302067126,2
P03183,26,Female,Hispanic,High School,Conservative,4,3,2,4.4,1,Ad_Emotion,Ad_Emotion,1,2,0.011780395643476329,1
P03185,30,Male,Asian,PhD,Conservative,5,2,5,4.1,2,Ad_Emotion,Ad_Emotion,1,2,0.011113580795732384,1
P03186,55,Female,Hispanic,Bachelor,Liberal,2,5,3,2.9,3,Control,Control,1,2,0.011113580795732384,1
P03187,25,Female,Hispanic,Bachelor,Conservative,4,4,5,3.2,4,Control,Control,1,1,0.010224494332073794,1
P03188,50,Female,White,High School,Conservative,5,2,4,3.2,1,Control,Control,0,3,0.008001778172927318,2
P03189,50,Male,White,Master,Conservative,1,5,4,2.6,3,Control,Control,0,4,0.010891309179817737,2
P03190,61,Male,White,Master,Moderate,5,2,5,2.5,3,Ad_Reason,Ad_Reason,0,2,0.011113580795732384,1
P03191,35,Female,White,Bachelor,Liberal,5,1,4,2.3,4,Ad_Reason,Ad_Reason,0,2,0.008224049788841965,2
P03193,67,Other,Hispanic,PhD,Liberal,1,1,2,2.6,3,Ad_Reason,Ad_Reason,1,3,0.010224494332073794,2
P03194,32,Female,White,Bachelor,Conservative,1,1,5,2.7,4,Ad_Reason,Ad_Reason,1,4,0.008890864636585907,2
P03195,21,Male,White,Master,Moderate,2,4,2,3.4,1,Ad_Emotion,Ad_Emotion,0,4,0.00955767948432985,2
P03196,18,Female,Other,High School,Conservative,3,2,1,2.9,3,Ad_Emotion,Ad_Emotion,1,5,0.013114025338964214,1
P03197,48,Male,White,High School,Moderate,1,1,4,4.1,3,Ad_Emotion,Ad_Emotion,0,2,0.008224049788841965,0
P03198,18,Female,White,Master,Moderate,3,5,1,4.0,2,Ad_Emotion,Ad_Emotion,0,4,0.007334963325183374,2
P03199,35,Male,Asian,High School,Liberal,3,1,4,4.3,5,Ad_Reason,Ad_Reason,0,3,0.009779951100244499,1
P03200,45,Male,White,Bachelor,Liberal,4,3,1,2.8,1,Control,Control,0,2,0.012447210491220271,1
P03201,42,Female,Black,Bachelor,Moderate,1,3,5,2.5,4,Ad_Reason,Ad_Reason,1,2,0.009779951100244499,0
P03202,45,Female,White,Master,Moderate,4,4,1,1.6,2,Ad_Reason,Ad_Reason,1,4,0.010891309179817737,1
P03204,55,Female,White,High School,Conservative,5,5,3,1.8,4,Ad_Emotion,Ad_Emotion,0,5,0.010446765947988441,4
P03205,28,Male,White,PhD,Liberal,4,1,4,2.1,2,Ad_Emotion,Ad_Emotion,0,3,0.011780395643476329,0
P03206,31,Male,White,Bachelor,Conservative,5,3,3,3.2,2,Ad_Emotion,Ad_Emotion,1,5,0.009779951100244499,1
P03207,30,Male,White,High School,Liberal,4,3,5,2.7,5,Control,Control,0,2,0.006890420093354078,0
P03208,49,Male,White,High School,Moderate,2,4,4,4.4,2,Ad_Reason,Ad_Reason,0,4,0.008890864636585907,0
P03209,50,Male,White,Not Applicable,Liberal,3,3,1,2.2,1,Control,Control,0,4,0.008446321404756612,2
P03210,45,Male,White,High School,Conservative,2,1,5,3.0,5,Ad_Emotion,Ad_Emotion,1,4,0.01155812402756168,1
P03211,54,Male,White,Bachelor,Moderate,1,2,4,1.1,5,Control,Control,1,3,0.009113136252500556,1
P03212,25,Male,White,Bachelor,Moderate,2,1,5,4.2,3,Ad_Reason,Ad_Reason,0,3,0.012447210491220271,2
P03213,60,Male,White,Master,Conservative,2,3,3,1.3,3,Ad_Reason,Ad_Reason,0,3,0.008890864636585907,0
P03214,58,Female,Black,Master,Liberal,5,3,5,5.0,1,Ad_Emotion,Ad_Emotion,1,4,0.008446321404756612,0
P03215,48,Male,White,Bachelor,Liberal,4,3,1,2.9,4,Ad_Emotion,Ad_Emotion,1,3,0.009779951100244499,0
P03216,61,Female,White,High School,Conservative,1,4,4,2.7,1,Control,Control,0,2,0.009335407868415203,0
P03217,20,Female,Asian,Master,Moderate,5,5,3,3.0,5,Ad_Emotion,Ad_Emotion,1,1,0.008001778172927318,1
P03218,33,Female,Hispanic,Bachelor,Liberal,1,1,5,1.9,3,Ad_Emotion,Ad_Emotion,1,2,0.009779951100244499,2
P03219,31,Female,White,PhD,Moderate,3,3,2,3.7,1,Ad_Reason,Ad_Reason,1,3,0.008224049788841965,1
P03221,27,Male,White,Bachelor,Liberal,5,4,3,2.7,1,Ad_Emotion,Ad_Emotion,1,5,0.010446765947988441,0
P03222,49,Female,White,High School,Moderate,2,5,1,4.3,1,Ad_Reason,Ad_Reason,1,3,0.01066903756390309,0
P03224,48,Female,White,High School,Moderate,2,1,5,2.8,1,Control,Control,1,2,0.00955767948432985,3
P03225,43,Female,Black,High School,Moderate,1,2,2,2.9,3,Ad_Emotion,Ad_Emotion,1,3,0.010446765947988441,0
P03226,28,Male,White,High School,Conservative,3,4,3,3.1,1,Ad_Reason,Ad_Reason,1,3,0.010224494332073794,1
P03227,29,Female,White,High School,Liberal,5,1,5,2.4,4,Control,Control,0,3,0.008224049788841965,0
P03228,54,Female,Hispanic,High School,Conservative,2,1,2,2.7,2,Control,Control,1,3,0.006223605245610136,1
P03229,49,Male,White,High School,Conservative,2,4,5,4.8,1,Ad_Emotion,Ad_Emotion,0,2,0.011113580795732384,2
P03230,39,Male,White,PhD,Liberal,1,1,3,3.5,4,Ad_Emotion,Ad_Emotion,1,5,0.011335852411647033,1
P03231,34,Female,Other,High School,Liberal,1,2,5,2.2,3,Control,Control,0,3,0.01066903756390309,0
P03232,18,Female,Hispanic,Master,Conservative,4,2,1,3.7,4,Ad_Reason,Ad_Reason,0,4,0.01066903756390309,0
P03233,27,Female,Asian,High School,Conservative,4,1,1,3.0,2,Control,Control,0,1,0.010002222716159146,3
P03234,62,Female,White,Bachelor,Liberal,1,3,4,3.7,3,Ad_Emotion,Ad_Emotion,1,5,0.010891309179817737,1
P03236,42,Male,Hispanic,Not Applicable,Liberal,2,3,3,2.2,1,Ad_Reason,Ad_Reason,0,2,0.01355856857079351,2
P03238,24,Male,Hispanic,Bachelor,Moderate,3,5,1,4.2,1,Ad_Emotion,Ad_Emotion,1,1,0.009779951100244499,0
P03239,42,Male,White,Master,Moderate,1,2,3,3.7,3,Control,Control,0,3,0.010446765947988441,2
P03240,51,Male,White,High School,Conservative,5,1,4,3.4,3,Control,Control,0,2,0.011335852411647033,1
P03241,40,Female,Other,Bachelor,Liberal,5,2,1,3.6,1,Control,Control,1,2,0.008446321404756612,0
P03242,74,Female,White,High School,Conservative,1,4,1,4.2,4,Ad_Reason,Ad_Reason,1,2,0.01155812402756168,1
P03244,52,Male,White,High School,Liberal,1,3,5,3.1,5,Ad_Emotion,Ad_Emotion,1,3,0.010446765947988441,0
P03245,37,Male,White,Master,Moderate,3,4,2,1.2,1,Ad_Emotion,Ad_Emotion,0,3,0.011780395643476329,1
P03246,49,Female,White,Bachelor,Liberal,2,5,1,2.6,2,Control,Control,0,4,0.00866859302067126,1
P03247,45,Male,White,Master,Liberal,2,4,2,3.3,1,Control,Control,1,1,0.009335407868415203,1
P03248,31,Male,White,Bachelor,Conservative,3,2,5,2.6,5,Control,Control,1,3,0.009335407868415203,0
P03249,42,Female,Asian,High School,Liberal,4,5,4,4.8,2,Ad_Emotion,Ad_Emotion,1,4,0.010224494332073794,1
P03250,18,Female,White,Master,Conservative,2,4,3,2.7,4,Ad_Reason,Ad_Reason,0,5,0.009779951100244499,0
P03251,47,Male,Other,Master,Liberal,5,3,1,2.2,2,Ad_Reason,Ad_Reason,1,3,0.01066903756390309,0
P03253,47,Male,White,Bachelor,Moderate,4,5,1,2.0,5,Control,Control,0,4,0.010002222716159146,0
P03254,52,Female,White,Master,Conservative,5,4,3,2.1,3,Control,Control,0,2,0.008890864636585907,1
P03255,44,Female,Asian,Master,Moderate,1,1,2,3.9,3,Control,Control,1,1,0.011780395643476329,2
P03257,29,Female,Hispanic,High School,Conservative,4,3,3,3.2,2,Ad_Reason,Ad_Reason,1,5,0.008001778172927318,0
P03258,31,Male,White,High School,Conservative,3,4,5,3.6,3,Control,Control,0,4,0.009113136252500556,2
P03259,54,Male,White,High School,Liberal,1,2,5,5.0,4,Ad_Emotion,Ad_Emotion,1,2,0.010002222716159146,0
P03260,57,Male,Hispanic,Bachelor,Conservative,5,2,1,2.9,1,Control,Control,0,4,0.009779951100244499,1
P03261,37,Female,Hispanic,Not Applicable,Moderate,5,1,5,2.1,1,Control,Control,1,2,0.010446765947988441,1
P03263,29,Male,White,Master,Moderate,4,4,5,3.8,2,Control,Control,0,5,0.00866859302067126,0
P03264,54,Male,Other,Bachelor,Liberal,4,2,4,3.9,1,Ad_Reason,Ad_Reason,1,4,0.011113580795732384,0
P03265,47,Male,White,High School,Moderate,3,3,2,4.1,4,Ad_Reason,Ad_Reason,0,4,0.00866859302067126,1
P03266,63,Female,White,High School,Moderate,2,2,1,4.0,5,Ad_Reason,Ad_Reason,0,4,0.009113136252500556,1
P03267,29,Male,White,Bachelor,Moderate,5,4,1,3.5,2,Ad_Emotion,Ad_Emotion,1,4,0.007557234941098022,2
P03269,42,Female,Asian,Not Applicable,Conservative,5,5,5,3.4,3,Ad_Reason,Ad_Reason,1,3,0.007557234941098022,0
P03270,47,Female,Hispanic,High School,Moderate,3,4,1,1.4,4,Control,Control,1,4,0.010002222716159146,1
P03271,37,Female,Asian,PhD,Moderate,1,5,2,1.3,4,Ad_Reason,Ad_Reason,1,4,0.008001778172927318,2
P03272,29,Female,Black,Bachelor,Moderate,2,4,3,1.9,2,Control,Control,0,1,0.010446765947988441,2
P03274,48,Female,Black,Bachelor,Conservative,4,4,4,2.6,2,Control,Control,0,4,0.012669482107134918,0
P03275,29,Female,White,High School,Moderate,2,4,2,3.1,4,Ad_Emotion,Ad_Emotion,1,4,0.01155812402756168,0
P03276,56,Male,Hispanic,High School,Liberal,5,4,3,4.6,1,Control,Control,1,3,0.010891309179817737,2
P03277,54,Female,Black,High School,Moderate,1,4,3,4.1,2,Ad_Reason,Ad_Reason,0,2,0.012447210491220271,0
P03278,41,Male,Black,High School,Moderate,5,1,2,1.0,4,Ad_Emotion,Ad_Emotion,1,3,0.005334518781951545,2
P03279,40,Other,White,Master,Moderate,5,5,1,3.7,1,Control,Control,0,4,0.012224938875305623,1
P03280,46,Female,Hispanic,High School,Moderate,5,4,3,3.1,1,Control,Control,0,3,0.00866859302067126,1
P03281,29,Female,White,Bachelor,Liberal,2,4,4,2.3,1,Control,Control,1,3,0.01066903756390309,0
P03282,40,Female,White,High School,Liberal,5,1,2,2.7,2,Control,Control,1,3,0.009335407868415203,2
P03283,18,Female,Asian,Master,Liberal,4,2,5,2.7,2,Control,Control,1,1,0.009779951100244499,1
P03284,50,Male,White,Master,Moderate,3,1,1,1.7,4,Ad_Emotion,Ad_Emotion,1,4,0.009335407868415203,0
P03285,21,Male,Hispanic,Master,Liberal,4,1,2,3.2,3,Ad_Emotion,Ad_Emotion,0,4,0.008001778172927318,1
P03286,58,Male,White,Bachelor,Conservative,1,1,4,5.0,3,Ad_Emotion,Ad_Emotion,1,4,0.0064458768615247835,0
P03287,36,Male,White,High School,Liberal,2,4,3,4.0,5,Ad_Emotion,Ad_Emotion,0,2,0.012669482107134918,1
P03288,37,Female,Hispanic,Master,Conservative,3,1,1,1.0,3,Ad_Reason,Ad_Reason,1,1,0.008446321404756612,2
P03289,32,Male,White,High School,Liberal,2,1,1,3.3,3,Ad_Emotion,Ad_Emotion,0,3,0.011335852411647033,0
P03290,36,Male,White,High School,Liberal,2,1,2,3.3,4,Control,Control,0,4,0.00955767948432985,0
P03291,57,Female,White,High School,Moderate,5,4,2,2.0,2,Control,Control,1,4,0.012002667259390976,1
P03292,18,Female,White,Bachelor,Liberal,4,3,4,1.8,3,Ad_Emotion,Ad_Emotion,0,4,0.01066903756390309,0
P03293,55,Male,Black,Bachelor,Conservative,3,3,5,3.9,5,Control,Control,0,4,0.013336296954878861,2
P03294,44,Male,White,Bachelor,Liberal,5,2,2,3.1,4,Ad_Emotion,Ad_Emotion,0,2,0.008001778172927318,2
P03296,27,Female,Asian,High School,Conservative,4,1,2,3.6,1,Ad_Reason,Ad_Reason,0,3,0.01066903756390309,1
P03297,60,Male,White,PhD,Liberal,5,1,4,5.0,5,Ad_Reason,Ad_Reason,1,1,0.009779951100244499,1
P03298,28,Female,Black,Bachelor,Liberal,3,1,3,3.3,2,Ad_Emotion,Ad_Emotion,0,3,0.010224494332073794,0
P03299,26,Male,Black,Bachelor,Liberal,5,3,5,3.3,1,Ad_Emotion,Ad_Emotion,1,3,0.00955767948432985,1
P03300,53,Male,White,Bachelor,Moderate,2,1,4,3.0,2,Ad_Emotion,Ad_Emotion,1,3,0.007779506557012669,1
P03301,44,Female,White,High School,Liberal,1,1,2,2.6,3,Control,Control,0,5,0.011113580795732384,1
P03304,27,Male,Black,High School,Conservative,3,2,4,3.5,1,Control,Control,0,2,0.012002667259390976,0
P03306,52,Female,Asian,PhD,Liberal,3,2,2,3.7,2,Control,Control,1,4,0.010446765947988441,0
P03307,46,Male,Asian,Bachelor,Liberal,3,4,3,1.7,2,Control,Control,0,2,0.008446321404756612,1
P03308,44,Male,Black,Bachelor,Moderate,3,2,5,1.7,5,Ad_Emotion,Ad_Emotion,0,3,0.010224494332073794,1
P03309,61,Male,Asian,Bachelor,Liberal,4,2,1,4.3,3,Control,Control,0,3,0.0064458768615247835,0
P03310,39,Female,White,Not Applicable,Conservative,1,3,2,2.9,4,Ad_Reason,Ad_Reason,0,3,0.009779951100244499,0
P03311,25,Female,Hispanic,High School,Conservative,1,4,2,3.3,4,Ad_Reason,Ad_Reason,0,3,0.008890864636585907,2
P03312,45,Female,Black,Master,Liberal,4,2,3,2.2,3,Control,Control,1,3,0.01155812402756168,1
P03313,65,Female,Hispanic,Bachelor,Moderate,3,5,1,3.6,5,Ad_Emotion,Ad_Emotion,1,5,0.008446321404756612,0
P03314,27,Male,White,High School,Liberal,3,2,1,4.9,2,Control,Control,0,4,0.010891309179817737,1
P03316,44,Male,White,Bachelor,Liberal,3,3,2,3.6,5,Control,Control,1,3,0.012002667259390976,1
P03317,39,Male,White,Bachelor,Liberal,2,1,1,4.2,5,Control,Control,1,2,0.010224494332073794,2
P03318,28,Male,Black,High School,Moderate,3,4,2,4.7,3,Ad_Reason,Ad_Reason,0,5,0.009335407868415203,0
P03319,53,Female,White,Bachelor,Moderate,3,4,2,2.3,2,Control,Control,1,4,0.008224049788841965,2
P03320,67,Female,Hispanic,Bachelor,Liberal,5,3,1,3.4,4,Control,Control,1,4,0.007557234941098022,0
P03321,42,Female,Black,Bachelor,Conservative,1,2,4,4.3,4,Ad_Emotion,Ad_Emotion,0,4,0.009779951100244499,1
P03322,29,Male,Black,Master,Moderate,1,4,5,4.6,4,Ad_Emotion,Ad_Emotion,0,3,0.011113580795732384,2
P03323,21,Female,White,Master,Liberal,2,5,5,2.6,5,Ad_Reason,Ad_Reason,0,3,0.011113580795732384,1
P03324,43,Female,Other,Bachelor,Liberal,2,3,4,2.3,1,Ad_Reason,Ad_Reason,0,4,0.01155812402756168,1
P03326,45,Male,Asian,High School,Conservative,1,5,2,2.7,1,Ad_Emotion,Ad_Emotion,0,3,0.012447210491220271,1
P03327,39,Male,White,High School,Moderate,5,3,3,2.7,4,Ad_Reason,Ad_Reason,1,4,0.010446765947988441,0
P03329,26,Male,White,Bachelor,Moderate,4,3,5,2.5,5,Ad_Reason,Ad_Reason,1,3,0.009779951100244499,0
P03330,50,Female,White,Bachelor,Moderate,1,1,5,4.6,3,Ad_Emotion,Ad_Emotion,0,4,0.007557234941098022,0
P03331,50,Male,White,Bachelor,Moderate,4,2,2,2.6,1,Control,Control,0,5,0.010446765947988441,1
P03332,21,Male,White,High School,Moderate,3,3,5,2.4,1,Ad_Reason,Ad_Reason,1,4,0.009113136252500556,1
P03333,59,Female,Black,High School,Liberal,2,4,5,1.8,1,Control,Control,1,3,0.008890864636585907,2
P03334,46,Female,White,Master,Conservative,4,1,2,4.3,4,Ad_Reason,Ad_Reason,1,4,0.009335407868415203,2
P03335,56,Male,White,Master,Liberal,4,1,1,1.7,1,Control,Control,0,3,0.009113136252500556,0
P03336,23,Female,Hispanic,Bachelor,Moderate,1,5,5,3.5,2,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794,1
P03337,23,Male,White,Bachelor,Moderate,2,4,1,3.7,5,Ad_Emotion,Ad_Emotion,1,4,0.00955767948432985,0
P03338,38,Male,Hispanic,Bachelor,Moderate,2,5,3,1.0,2,Ad_Reason,Ad_Reason,1,3,0.010446765947988441,0
P03339,46,Male,White,High School,Liberal,5,1,1,1.7,2,Control,Control,0,1,0.011113580795732384,2
P03340,61,Female,White,Bachelor,Moderate,4,3,2,2.6,4,Ad_Emotion,Ad_Emotion,0,4,0.008446321404756612,2
P03341,48,Female,White,Bachelor,Moderate,5,4,2,4.9,1,Ad_Reason,Ad_Reason,1,4,0.010446765947988441,0
P03342,37,Male,Asian,Bachelor,Moderate,4,1,2,2.6,5,Ad_Reason,Ad_Reason,1,2,0.011780395643476329,2
P03345,28,Female,White,Master,Liberal,3,2,5,2.2,1,Ad_Reason,Ad_Reason,0,3,0.010224494332073794,1
P03346,59,Male,White,High School,Conservative,4,5,1,2.4,5,Control,Control,0,3,0.01155812402756168,1
P03347,36,Male,Black,Bachelor,Conservative,4,5,3,2.3,5,Control,Control,1,4,0.010446765947988441,1
P03348,59,Female,White,PhD,Liberal,2,1,3,2.3,3,Control,Control,1,4,0.01155812402756168,1
P03350,38,Male,White,Bachelor,Liberal,5,3,3,2.6,5,Ad_Emotion,Ad_Emotion,1,4,0.00955767948432985,2
P03351,33,Male,White,Bachelor,Moderate,3,1,4,4.0,2,Ad_Reason,Ad_Reason,1,4,0.010224494332073794,1
P03352,35,Male,Asian,Bachelor,Conservative,1,1,3,1.9,1,Ad_Emotion,Ad_Emotion,1,5,0.012669482107134918,0
P03353,45,Male,Hispanic,Master,Conservative,4,1,5,2.4,2,Control,Control,1,4,0.012224938875305623,2
P03354,40,Female,White,Bachelor,Conservative,5,4,3,2.5,2,Control,Control,1,3,0.007334963325183374,1
P03356,38,Male,White,High School,Moderate,2,2,1,2.2,1,Ad_Emotion,Ad_Emotion,1,3,0.010891309179817737,1
P03358,18,Female,Black,Bachelor,Liberal,5,5,4,3.6,4,Control,Control,0,4,0.008224049788841965,0
P03359,45,Male,White,Master,Moderate,1,2,5,4.0,4,Ad_Reason,Ad_Reason,0,4,0.011780395643476329,0
P03360,28,Female,White,High School,Liberal,2,1,2,3.2,5,Ad_Reason,Ad_Reason,1,2,0.009335407868415203,1
P03361,26,Male,White,Bachelor,Moderate,2,5,3,4.4,5,Ad_Reason,Ad_Reason,1,3,0.007334963325183374,2
P03362,19,Female,White,Bachelor,Moderate,1,2,3,1.9,5,Control,Control,1,4,0.012002667259390976,1
P03363,18,Female,White,High School,Conservative,2,2,4,2.4,4,Ad_Reason,Ad_Reason,1,3,0.010891309179817737,0
P03364,23,Female,Black,Bachelor,Liberal,5,5,1,2.2,1,Ad_Reason,Ad_Reason,1,3,0.00955767948432985,2
P03365,31,Female,Other,Bachelor,Conservative,2,2,3,2.8,5,Ad_Reason,Ad_Reason,1,4,0.009335407868415203,0
P03366,63,Male,White,Bachelor,Conservative,4,5,4,4.6,1,Ad_Reason,Ad_Reason,0,4,0.009113136252500556,1
P03367,33,Female,White,High School,Conservative,3,2,3,5.0,4,Ad_Reason,Ad_Reason,0,4,0.012224938875305623,1
P03368,42,Female,White,Bachelor,Conservative,5,2,5,4.0,1,Ad_Reason,Ad_Reason,1,3,0.012669482107134918,1
P03369,44,Male,Hispanic,Not Applicable,Moderate,1,2,4,2.9,5,Control,Control,1,3,0.009113136252500556,0
P03371,39,Male,White,Bachelor,Conservative,4,2,4,4.5,4,Ad_Emotion,Ad_Emotion,0,2,0.008890864636585907,2
P03372,25,Male,White,Bachelor,Conservative,2,4,3,4.2,5,Ad_Reason,Ad_Reason,0,2,0.00866859302067126,1
P03373,57,Male,White,High School,Moderate,2,4,4,2.9,5,Ad_Reason,Ad_Reason,1,5,0.009779951100244499,0
P03375,19,Male,White,High School,Moderate,2,4,1,2.3,2,Control,Control,1,2,0.011113580795732384,0
P03376,27,Female,White,High School,Liberal,2,4,1,2.8,3,Ad_Emotion,Ad_Emotion,0,5,0.01155812402756168,2
P03377,36,Male,White,Bachelor,Moderate,4,1,2,2.2,4,Ad_Emotion,Ad_Emotion,1,4,0.008001778172927318,1
P03378,28,Male,White,High School,Liberal,1,2,5,2.9,1,Control,Control,1,4,0.008446321404756612,1
P03379,46,Female,White,Bachelor,Liberal,3,3,5,3.0,2,Control,Control,0,4,0.010891309179817737,0
P03380,31,Female,White,High School,Liberal,5,1,4,2.1,4,Ad_Reason,Ad_Reason,1,4,0.00866859302067126,2
P03381,65,Male,Hispanic,High School,Liberal,1,5,2,5.0,3,Control,Control,0,1,0.011780395643476329,1
P03382,54,Male,Hispanic,Master,Conservative,3,1,5,3.3,5,Ad_Emotion,Ad_Emotion,1,3,0.013114025338964214,1
P03383,42,Male,White,PhD,Moderate,1,3,5,4.3,3,Ad_Reason,Ad_Reason,1,4,0.007779506557012669,1
P03384,52,Female,White,High School,Liberal,5,1,5,4.2,3,Ad_Emotion,Ad_Emotion,1,5,0.009335407868415203,2
P03385,53,Female,Black,Bachelor,Moderate,4,2,3,4.9,4,Ad_Reason,Ad_Reason,1,3,0.00866859302067126,2
P03387,30,Female,White,Bachelor,Moderate,4,2,3,2.5,5,Ad_Emotion,Ad_Emotion,1,3,0.00866859302067126,1
P03388,40,Female,White,Bachelor,Moderate,1,1,5,1.2,3,Ad_Reason,Ad_Reason,0,2,0.010446765947988441,0
P03389,50,Male,Hispanic,High School,Conservative,5,3,1,1.4,4,Ad_Reason,Ad_Reason,1,3,0.010891309179817737,1
P03390,41,Female,Hispanic,Bachelor,Liberal,2,5,3,2.0,5,Control,Control,1,2,0.008890864636585907,2
P03391,21,Female,White,High School,Moderate,2,2,3,2.8,5,Control,Control,1,4,0.013114025338964214,0
P03392,30,Male,White,High School,Conservative,4,3,4,2.9,1,Control,Control,0,2,0.008001778172927318,1
P03393,39,Male,Hispanic,Master,Conservative,1,5,5,5.0,3,Ad_Emotion,Ad_Emotion,1,3,0.012224938875305623,1
P03394,39,Male,Hispanic,Bachelor,Liberal,2,4,2,3.5,2,Ad_Reason,Ad_Reason,1,3,0.00955767948432985,0
P03396,23,Female,White,Bachelor,Liberal,5,2,2,3.1,4,Ad_Emotion,Ad_Emotion,1,4,0.01155812402756168,2
P03397,46,Male,White,Bachelor,Moderate,4,4,2,1.7,5,Ad_Emotion,Ad_Emotion,0,4,0.011780395643476329,2
P03399,67,Female,White,Bachelor,Conservative,4,1,2,1.4,1,Control,Control,0,4,0.012891753723049567,2
P03400,35,Female,White,Bachelor,Liberal,3,5,4,2.8,5,Control,Control,0,3,0.009779951100244499,0
P03401,45,Female,White,Bachelor,Moderate,2,3,2,3.6,5,Ad_Reason,Ad_Reason,1,4,0.011335852411647033,0
P03402,46,Male,Hispanic,Bachelor,Moderate,3,4,4,2.4,2,Ad_Reason,Ad_Reason,1,3,0.015781284729939987,0
P03403,42,Male,Hispanic,Master,Conservative,1,1,3,3.2,3,Control,Control,0,2,0.01066903756390309,0
P03404,38,Female,White,High School,Moderate,3,5,5,2.4,5,Ad_Emotion,Ad_Emotion,0,3,0.01155812402756168,0
P03405,45,Male,Hispanic,Bachelor,Liberal,2,5,2,1.9,4,Ad_Emotion,Ad_Emotion,0,4,0.012447210491220271,2
P03406,18,Male,White,High School,Liberal,2,2,4,3.5,2,Ad_Emotion,Ad_Emotion,0,5,0.007779506557012669,2
P03407,48,Female,Hispanic,Bachelor,Liberal,4,1,4,4.0,2,Ad_Reason,Ad_Reason,0,3,0.009779951100244499,2
P03408,41,Female,White,Bachelor,Conservative,2,1,5,4.0,1,Ad_Emotion,Ad_Emotion,0,3,0.010891309179817737,1
P03409,37,Male,White,Master,Moderate,1,2,3,2.8,4,Ad_Reason,Ad_Reason,0,4,0.010446765947988441,2
P03410,64,Female,White,Bachelor,Moderate,3,3,2,1.0,2,Ad_Reason,Ad_Reason,1,3,0.00955767948432985,0
P03411,31,Female,White,PhD,Liberal,5,4,4,3.1,3,Ad_Emotion,Ad_Emotion,1,3,0.011780395643476329,0
P03412,35,Male,White,Bachelor,Conservative,2,2,2,4.3,4,Ad_Emotion,Ad_Emotion,0,4,0.01066903756390309,0
P03413,63,Male,White,Not Applicable,Moderate,3,4,1,1.7,3,Control,Control,0,3,0.01066903756390309,1
P03414,30,Female,Other,Bachelor,Conservative,4,1,4,4.8,1,Control,Control,0,4,0.010002222716159146,1
P03415,33,Male,White,Not Applicable,Moderate,5,2,3,1.0,1,Ad_Emotion,Ad_Emotion,0,4,0.010446765947988441,0
P03416,38,Male,White,High School,Liberal,4,3,5,3.4,5,Ad_Reason,Ad_Reason,1,2,0.010002222716159146,0
P03417,50,Female,White,High School,Liberal,1,4,4,3.8,3,Ad_Reason,Ad_Reason,1,2,0.007112691709268726,1
P03418,42,Female,White,Bachelor,Liberal,4,4,1,4.5,3,Ad_Reason,Ad_Reason,1,5,0.008890864636585907,2
P03419,24,Male,White,Not Applicable,Conservative,3,4,5,3.5,1,Ad_Reason,Ad_Reason,0,2,0.008446321404756612,0
P03420,33,Male,Asian,Bachelor,Conservative,5,1,3,2.7,3,Ad_Reason,Ad_Reason,1,4,0.00866859302067126,2
P03422,39,Other,Black,Bachelor,Liberal,4,5,2,2.3,5,Ad_Emotion,Ad_Emotion,1,4,0.01155812402756168,1
P03423,45,Male,Black,Bachelor,Liberal,1,4,4,1.0,5,Control,Control,0,4,0.010446765947988441,1
P03424,45,Female,White,High School,Conservative,3,1,5,2.8,4,Ad_Reason,Ad_Reason,1,4,0.010891309179817737,0
P03425,18,Female,White,Master,Liberal,4,2,1,3.5,2,Ad_Reason,Ad_Reason,0,3,0.011335852411647033,0
P03426,52,Male,Hispanic,Not Applicable,Liberal,3,4,1,4.0,3,Ad_Reason,Ad_Reason,0,3,0.010891309179817737,2
P03427,43,Female,White,PhD,Liberal,2,4,3,2.5,2,Ad_Reason,Ad_Reason,0,3,0.011113580795732384,2
P03428,56,Female,White,High School,Moderate,1,2,5,4.5,2,Ad_Emotion,Ad_Emotion,0,5,0.00955767948432985,0
P03429,45,Female,Hispanic,High School,Conservative,1,5,5,2.8,3,Ad_Reason,Ad_Reason,1,2,0.008890864636585907,2
P03430,53,Male,White,High School,Conservative,1,1,2,3.5,1,Ad_Emotion,Ad_Emotion,0,3,0.008890864636585907,1
P03431,45,Female,White,Bachelor,Liberal,3,2,3,3.7,3,Ad_Reason,Ad_Reason,1,2,0.008224049788841965,1
