participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score
P02414,28,Male,White,Master,Moderate,2,4,5,2.8,5,Control,Control,1,3
P02415,52,Female,White,High School,Conservative,4,4,4,3.9,2,Ad_Reason,Ad_Reason,0,3
P02416,43,Male,White,Bachelor,Liberal,2,2,1,2.6,5,Ad_Emotion,Ad_Emotion,0,4
P02417,46,Male,White,High School,Conservative,5,4,1,3.4,5,Ad_Reason,Ad_Reason,0,2
P02418,44,Male,White,High School,Moderate,2,3,1,2.0,5,Ad_Reason,Ad_Reason,1,2
P02419,44,Female,White,Master,Liberal,5,4,4,1.9,3,Control,Control,0,3
P02420,24,Female,White,High School,Liberal,2,3,5,5.0,1,Ad_Reason,Ad_Reason,0,4
P02421,52,Male,White,High School,Liberal,4,3,5,5.0,3,Ad_Reason,Ad_Reason,1,3
P02422,54,Male,Hispanic,High School,Liberal,1,1,2,2.9,5,Control,Control,1,3
P02423,37,Male,White,Bachelor,Liberal,5,4,3,2.2,2,Ad_Emotion,Ad_Emotion,1,5
P02424,39,Female,White,Bachelor,Liberal,2,4,1,2.1,5,Ad_Reason,Ad_Reason,0,3
P02425,21,Male,White,High School,Liberal,1,2,1,3.4,1,Control,Control,0,5
P02426,46,Female,White,High School,Liberal,2,2,1,4.9,3,Ad_Reason,Ad_Reason,1,3
P02427,46,Female,White,Bachelor,Conservative,2,5,2,2.3,1,Ad_Reason,Ad_Reason,0,3
P02429,53,Male,Hispanic,Master,Liberal,4,1,2,3.1,1,Ad_Reason,Ad_Reason,0,4
P02430,35,Female,White,Master,Moderate,2,3,1,4.7,1,Control,Control,0,2
P02431,46,Female,White,Bachelor,Conservative,1,4,5,3.3,3,Ad_Reason,Ad_Reason,0,3
P02432,27,Male,White,High School,Liberal,2,5,1,1.6,3,Ad_Emotion,Ad_Emotion,0,4
P02433,39,Male,Asian,Bachelor,Conservative,3,3,2,3.8,3,Ad_Emotion,Ad_Emotion,0,4
P02435,42,Male,White,Bachelor,Liberal,4,3,3,2.1,1,Ad_Emotion,Ad_Emotion,0,3
P02437,38,Female,Asian,Master,Moderate,3,4,3,2.7,4,Ad_Emotion,Ad_Emotion,1,5
P02438,49,Male,Hispanic,Bachelor,Liberal,1,3,3,3.3,5,Control,Control,0,3
P02439,34,Female,Hispanic,High School,Moderate,1,1,1,3.1,4,Ad_Emotion,Ad_Emotion,1,2
P02440,20,Male,Hispanic,Master,Liberal,4,4,4,2.7,4,Ad_Emotion,Ad_Emotion,1,4
P02441,60,Female,White,High School,Conservative,4,2,4,2.2,3,Ad_Emotion,Ad_Emotion,1,4
P02442,56,Male,White,Master,Liberal,5,1,1,3.6,3,Control,Control,1,1
P02443,24,Female,Hispanic,Master,Moderate,2,3,5,1.8,2,Ad_Emotion,Ad_Emotion,1,3
P02444,48,Male,Black,Master,Moderate,4,1,1,3.9,1,Ad_Emotion,Ad_Emotion,1,4
P02446,43,Female,White,High School,Liberal,2,4,5,1.8,4,Control,Control,1,3
P02447,43,Male,White,High School,Conservative,5,4,4,4.4,1,Ad_Emotion,Ad_Emotion,1,3
P02448,37,Female,White,Master,Conservative,1,4,1,3.1,3,Control,Control,0,3
P02449,30,Female,White,Master,Liberal,5,2,1,1.1,3,Ad_Emotion,Ad_Emotion,1,3
P02450,31,Male,White,Bachelor,Conservative,2,1,4,3.0,1,Ad_Emotion,Ad_Emotion,0,4
P02451,29,Female,Black,High School,Moderate,1,3,3,3.6,1,Ad_Emotion,Ad_Emotion,0,5
P02452,30,Female,White,PhD,Moderate,1,3,1,3.6,3,Ad_Reason,Ad_Reason,0,4
P02453,39,Male,Asian,Not Applicable,Liberal,1,1,2,2.2,1,Ad_Reason,Ad_Reason,1,2
P02454,31,Female,Black,Bachelor,Moderate,5,4,2,2.4,3,Ad_Reason,Ad_Reason,1,4
P02457,33,Male,Black,Master,Moderate,5,5,4,1.7,2,Ad_Reason,Ad_Reason,1,3
P02458,42,Female,Asian,Not Applicable,Conservative,3,5,5,1.7,3,Control,Control,1,4
P02459,45,Male,Hispanic,High School,Liberal,4,3,2,4.4,3,Ad_Emotion,Ad_Emotion,1,4
P02460,45,Male,Hispanic,Bachelor,Conservative,5,1,2,4.2,4,Ad_Emotion,Ad_Emotion,1,3
P02461,40,Male,Hispanic,Bachelor,Liberal,3,1,4,2.1,3,Ad_Emotion,Ad_Emotion,1,2
P02462,48,Female,White,PhD,Moderate,2,1,2,2.6,1,Ad_Reason,Ad_Reason,0,5
P02463,45,Male,Hispanic,Master,Conservative,3,4,3,5.0,5,Control,Control,0,3
P02464,25,Male,Hispanic,Not Applicable,Moderate,5,5,2,3.9,1,Ad_Reason,Ad_Reason,0,5
P02465,50,Female,Hispanic,Bachelor,Liberal,2,4,5,3.0,4,Control,Control,0,1
P02466,50,Male,White,Master,Liberal,3,2,5,4.1,1,Ad_Emotion,Ad_Emotion,1,4
P02467,30,Female,Hispanic,Bachelor,Liberal,5,2,3,2.5,2,Ad_Reason,Ad_Reason,1,5
P02468,40,Other,White,Bachelor,Moderate,2,3,5,3.2,5,Control,Control,0,2
P02469,48,Female,Hispanic,High School,Liberal,2,2,5,2.7,5,Control,Control,1,2
P02470,37,Female,White,Master,Conservative,4,1,5,3.7,4,Ad_Emotion,Ad_Emotion,0,4
P02471,52,Male,White,Not Applicable,Moderate,5,3,1,3.7,5,Ad_Reason,Ad_Reason,0,5
P02472,68,Female,White,High School,Liberal,4,5,3,3.2,3,Ad_Reason,Ad_Reason,1,4
P02473,30,Male,White,High School,Liberal,2,5,3,3.5,4,Ad_Reason,Ad_Reason,1,4
P02474,23,Male,White,Master,Liberal,2,2,2,4.1,2,Ad_Emotion,Ad_Emotion,1,4
P02475,43,Male,Hispanic,Bachelor,Liberal,3,2,3,3.5,5,Ad_Reason,Ad_Reason,1,3
P02476,48,Male,White,Not Applicable,Moderate,4,5,4,3.2,5,Ad_Emotion,Ad_Emotion,0,3
P02477,37,Female,White,High School,Moderate,1,2,3,3.4,4,Ad_Emotion,Ad_Emotion,1,4
P02478,57,Male,White,High School,Conservative,5,2,4,4.2,5,Ad_Emotion,Ad_Emotion,0,5
P02479,23,Female,White,Bachelor,Liberal,4,4,5,2.1,5,Control,Control,0,4
P02481,32,Female,White,High School,Liberal,3,5,1,1.1,2,Ad_Reason,Ad_Reason,0,3
P02482,60,Male,White,High School,Liberal,5,2,5,2.7,4,Ad_Emotion,Ad_Emotion,1,1
P02483,63,Female,Black,High School,Moderate,5,1,4,4.9,5,Ad_Emotion,Ad_Emotion,1,3
P02484,30,Male,White,High School,Conservative,3,4,5,2.2,1,Ad_Reason,Ad_Reason,1,3
P02485,33,Male,White,Not Applicable,Liberal,2,1,1,1.4,4,Ad_Emotion,Ad_Emotion,1,3
P02487,35,Male,Other,Bachelor,Conservative,3,5,5,3.7,1,Control,Control,0,4
P02488,39,Male,White,PhD,Conservative,1,1,3,2.9,5,Ad_Emotion,Ad_Emotion,0,2
P02489,40,Female,White,Bachelor,Liberal,4,3,2,2.0,4,Ad_Reason,Ad_Reason,1,5
P02491,39,Female,White,Bachelor,Conservative,2,5,2,3.4,2,Ad_Reason,Ad_Reason,0,3
P02493,34,Male,White,Master,Conservative,2,1,1,2.8,3,Ad_Emotion,Ad_Emotion,0,2
P02494,57,Male,White,Bachelor,Conservative,4,2,5,5.0,3,Control,Control,0,4
P02495,24,Male,White,PhD,Moderate,1,4,2,2.7,4,Ad_Reason,Ad_Reason,0,3
P02496,49,Male,White,Bachelor,Liberal,2,3,4,1.3,2,Ad_Reason,Ad_Reason,1,3
P02497,36,Female,Black,High School,Moderate,2,5,4,3.5,2,Ad_Reason,Ad_Reason,1,4
P02498,36,Female,Other,Master,Liberal,4,5,5,3.4,3,Control,Control,0,2
P02499,49,Female,White,Bachelor,Liberal,3,2,4,4.3,1,Control,Control,0,2
P02500,44,Male,Black,PhD,Moderate,4,3,3,2.6,3,Ad_Emotion,Ad_Emotion,1,2
P02501,46,Female,Hispanic,High School,Liberal,1,5,2,3.4,4,Control,Control,1,4
P02502,51,Female,Hispanic,Bachelor,Moderate,1,1,1,3.2,1,Ad_Emotion,Ad_Emotion,1,4
P02504,32,Male,Asian,High School,Moderate,2,1,4,3.3,5,Control,Control,1,3
P02506,30,Female,White,Not Applicable,Liberal,3,1,5,3.6,2,Control,Control,0,5
P02507,75,Male,White,Master,Conservative,3,4,1,3.9,1,Ad_Emotion,Ad_Emotion,1,3
P02508,54,Female,White,Bachelor,Conservative,4,2,2,1.0,3,Control,Control,1,1
P02509,23,Male,White,Bachelor,Liberal,1,4,4,1.5,1,Control,Control,0,3
P02510,24,Female,White,Master,Liberal,1,1,3,3.2,1,Ad_Emotion,Ad_Emotion,1,4
P02511,45,Female,Black,Master,Liberal,5,2,5,3.1,1,Ad_Reason,Ad_Reason,0,4
P02513,46,Male,White,Not Applicable,Conservative,5,1,4,2.7,4,Control,Control,1,3
P02514,36,Male,White,Bachelor,Liberal,1,5,2,2.2,3,Ad_Reason,Ad_Reason,1,5
P02515,38,Female,White,Not Applicable,Moderate,4,5,5,3.6,5,Ad_Emotion,Ad_Emotion,1,5
P02516,43,Male,White,High School,Liberal,4,3,3,2.1,4,Ad_Emotion,Ad_Emotion,0,3
P02517,41,Male,Other,High School,Moderate,4,4,4,3.2,5,Ad_Emotion,Ad_Emotion,1,3
P02518,18,Female,White,Bachelor,Conservative,4,1,3,4.0,4,Ad_Reason,Ad_Reason,1,3
P02519,37,Female,White,Bachelor,Liberal,3,5,5,2.1,2,Control,Control,1,3
P02520,29,Male,Hispanic,Master,Conservative,1,2,3,1.7,2,Ad_Emotion,Ad_Emotion,1,4
P02521,42,Male,White,High School,Conservative,2,3,5,2.2,1,Ad_Emotion,Ad_Emotion,0,5
P02522,75,Male,Hispanic,Not Applicable,Conservative,1,4,3,2.1,5,Ad_Emotion,Ad_Emotion,1,3
P02523,44,Female,White,High School,Liberal,4,4,2,3.0,1,Ad_Emotion,Ad_Emotion,1,5
P02524,36,Female,White,Bachelor,Liberal,3,2,2,1.3,1,Ad_Emotion,Ad_Emotion,1,3
P02526,45,Female,White,Bachelor,Conservative,1,3,2,1.7,4,Control,Control,1,3
P02527,45,Female,White,High School,Moderate,2,2,3,1.7,1,Ad_Emotion,Ad_Emotion,1,4
P02528,47,Female,Hispanic,High School,Liberal,4,5,3,3.1,4,Ad_Reason,Ad_Reason,1,4
P02529,64,Male,Black,Master,Conservative,3,4,4,2.9,2,Control,Control,1,5
P02530,26,Female,Black,High School,Liberal,4,2,5,4.4,2,Ad_Reason,Ad_Reason,1,4
P02531,45,Male,Hispanic,High School,Liberal,4,1,2,2.7,5,Control,Control,1,3
P02532,28,Female,White,Master,Moderate,4,2,5,2.7,2,Ad_Emotion,Ad_Emotion,0,3
P02533,46,Female,Black,High School,Liberal,5,4,2,3.6,1,Control,Control,0,3
P02534,28,Male,White,Bachelor,Liberal,4,5,4,3.9,3,Ad_Emotion,Ad_Emotion,0,2
P02535,34,Female,Asian,High School,Liberal,4,2,3,1.1,4,Control,Control,1,3
P02536,36,Male,White,High School,Conservative,2,5,3,3.1,1,Ad_Emotion,Ad_Emotion,0,3
P02537,51,Female,Black,Bachelor,Conservative,2,1,1,5.0,4,Ad_Emotion,Ad_Emotion,1,3
P02539,25,Female,White,Master,Conservative,5,3,2,3.2,1,Ad_Emotion,Ad_Emotion,1,4
P02541,31,Male,White,High School,Liberal,3,3,5,3.5,1,Ad_Emotion,Ad_Emotion,1,4
P02542,24,Male,White,Not Applicable,Conservative,3,3,2,1.9,5,Ad_Reason,Ad_Reason,1,3
P02543,37,Male,Black,High School,Moderate,1,4,4,2.9,1,Ad_Reason,Ad_Reason,1,2
P02544,36,Male,Hispanic,High School,Moderate,3,3,5,1.8,4,Ad_Emotion,Ad_Emotion,0,4
P02545,69,Female,White,High School,Moderate,3,5,2,1.9,3,Ad_Reason,Ad_Reason,1,3
P02546,45,Male,White,Bachelor,Moderate,2,1,3,4.1,1,Control,Control,1,3
P02548,33,Male,White,High School,Conservative,1,3,2,4.8,5,Ad_Reason,Ad_Reason,0,3
P02549,52,Female,White,Master,Liberal,2,3,3,3.9,1,Ad_Emotion,Ad_Emotion,1,5
P02550,65,Female,Hispanic,Master,Conservative,3,4,3,2.9,5,Ad_Emotion,Ad_Emotion,1,4
P02551,20,Female,Black,High School,Liberal,3,5,1,2.0,2,Ad_Emotion,Ad_Emotion,0,4
P02552,18,Female,White,Master,Liberal,1,2,2,4.4,5,Ad_Reason,Ad_Reason,0,3
P02553,62,Male,White,Not Applicable,Moderate,3,3,1,3.6,3,Control,Control,0,3
P02554,44,Male,Black,High School,Liberal,1,5,1,3.8,2,Control,Control,0,4
P02555,29,Male,Asian,High School,Conservative,3,2,4,3.6,4,Ad_Reason,Ad_Reason,1,3
P02556,46,Female,Hispanic,Bachelor,Moderate,4,4,1,4.2,2,Ad_Emotion,Ad_Emotion,0,4
P02560,51,Male,Black,Bachelor,Liberal,3,3,5,3.4,5,Ad_Emotion,Ad_Emotion,0,3
P02561,27,Male,White,Bachelor,Moderate,5,5,1,2.5,1,Ad_Reason,Ad_Reason,1,3
P02562,41,Female,White,Bachelor,Moderate,4,5,3,4.1,1,Ad_Emotion,Ad_Emotion,1,2
P02563,28,Male,Hispanic,High School,Moderate,2,4,4,3.0,1,Ad_Reason,Ad_Reason,0,2
P02564,43,Female,White,Bachelor,Conservative,5,4,2,5.0,2,Control,Control,1,2
P02565,29,Male,White,High School,Moderate,5,1,5,4.7,4,Ad_Reason,Ad_Reason,0,3
P02567,28,Female,Black,PhD,Liberal,4,4,1,1.6,2,Control,Control,1,2
P02568,47,Female,Hispanic,Bachelor,Liberal,5,4,3,3.7,1,Ad_Emotion,Ad_Emotion,0,4
P02570,37,Female,White,Bachelor,Liberal,4,3,2,2.0,3,Ad_Reason,Ad_Reason,0,3
P02571,40,Female,Hispanic,Master,Moderate,3,5,1,2.6,1,Control,Control,0,3
P02572,22,Female,White,Master,Moderate,1,3,3,2.6,4,Ad_Emotion,Ad_Emotion,1,3
P02573,36,Female,Hispanic,Bachelor,Moderate,3,2,1,3.6,5,Ad_Reason,Ad_Reason,1,3
P02574,39,Other,White,High School,Conservative,3,2,1,3.3,2,Control,Control,1,2
P02575,71,Female,Hispanic,Bachelor,Conservative,1,1,5,2.0,4,Ad_Emotion,Ad_Emotion,1,3
P02576,26,Female,White,Bachelor,Conservative,3,1,2,2.7,3,Ad_Emotion,Ad_Emotion,1,5
P02577,57,Female,White,Not Applicable,Liberal,3,5,2,1.6,1,Control,Control,1,2
P02578,51,Male,Hispanic,Bachelor,Liberal,2,4,2,3.4,2,Control,Control,0,2
P02579,43,Male,White,Bachelor,Liberal,2,2,2,1.1,4,Control,Control,1,4
P02580,61,Female,Asian,Bachelor,Liberal,4,1,4,2.8,4,Control,Control,0,4
P02581,44,Female,Hispanic,High School,Moderate,5,3,4,2.4,4,Ad_Reason,Ad_Reason,1,3
P02582,44,Female,Asian,Master,Moderate,4,1,2,3.5,2,Control,Control,1,4
P02583,39,Male,Hispanic,Bachelor,Liberal,2,3,3,2.2,5,Ad_Emotion,Ad_Emotion,0,3
P02584,54,Female,White,Not Applicable,Conservative,2,1,4,2.2,2,Ad_Emotion,Ad_Emotion,1,5
P02585,53,Female,White,Bachelor,Conservative,1,3,4,3.4,1,Ad_Reason,Ad_Reason,0,2
P02586,32,Male,White,High School,Liberal,1,1,3,3.4,2,Ad_Emotion,Ad_Emotion,0,3
P02587,24,Female,White,Bachelor,Liberal,2,1,2,2.0,4,Ad_Emotion,Ad_Emotion,0,5
P02588,37,Female,White,High School,Conservative,3,5,1,3.6,5,Control,Control,1,4
P02589,30,Male,White,High School,Moderate,4,4,4,5.0,5,Ad_Emotion,Ad_Emotion,0,3
P02590,39,Female,White,High School,Liberal,2,2,1,2.5,1,Ad_Reason,Ad_Reason,0,4
P02591,54,Female,White,Master,Liberal,2,4,1,1.8,1,Control,Control,1,5
P02592,34,Male,White,Bachelor,Liberal,1,5,3,3.1,3,Control,Control,0,5
P02593,39,Male,Hispanic,High School,Liberal,4,3,2,1.6,3,Ad_Reason,Ad_Reason,0,1
P02594,40,Other,White,Bachelor,Conservative,4,4,1,2.7,3,Control,Control,1,2
P02595,50,Male,White,Bachelor,Liberal,5,2,2,2.5,2,Control,Control,1,3
P02596,18,Male,Hispanic,PhD,Liberal,2,2,5,3.7,5,Ad_Reason,Ad_Reason,1,4
P02597,32,Male,White,Bachelor,Liberal,5,3,2,1.2,1,Control,Control,1,2
P02598,42,Female,Other,Bachelor,Conservative,1,2,3,1.4,3,Ad_Reason,Ad_Reason,1,3
P02599,54,Female,Black,High School,Liberal,5,5,3,3.4,1,Ad_Reason,Ad_Reason,0,4
P02600,34,Female,White,Master,Liberal,3,4,5,3.5,3,Ad_Emotion,Ad_Emotion,0,3
P02601,18,Male,Black,Master,Moderate,2,2,3,1.0,2,Ad_Emotion,Ad_Emotion,1,5
P02602,47,Female,Asian,PhD,Moderate,2,4,2,4.5,2,Control,Control,1,4
P02603,32,Male,White,High School,Liberal,4,1,2,3.9,4,Control,Control,0,2
P02604,25,Male,Hispanic,Bachelor,Liberal,5,4,2,2.3,1,Ad_Reason,Ad_Reason,0,4
P02605,32,Male,White,Bachelor,Conservative,4,3,3,3.1,4,Control,Control,0,2
P02606,37,Male,White,High School,Conservative,5,5,2,1.0,2,Ad_Reason,Ad_Reason,0,3
P02607,32,Female,White,Bachelor,Liberal,5,2,4,3.7,2,Ad_Reason,Ad_Reason,1,2
P02608,18,Female,White,Not Applicable,Liberal,1,5,5,2.2,1,Control,Control,1,3
P02609,50,Male,White,Bachelor,Liberal,5,4,4,2.6,4,Ad_Reason,Ad_Reason,1,2
P02610,55,Female,Hispanic,Not Applicable,Conservative,4,2,2,2.9,4,Ad_Emotion,Ad_Emotion,0,4
P02611,47,Female,White,High School,Moderate,5,5,3,4.2,4,Control,Control,1,4
P02612,26,Female,White,Master,Conservative,5,3,5,3.5,1,Ad_Emotion,Ad_Emotion,1,2
P02615,47,Male,Other,Not Applicable,Conservative,2,3,3,3.2,5,Control,Control,1,2
P02616,48,Female,Asian,High School,Conservative,3,1,2,2.9,2,Ad_Emotion,Ad_Emotion,1,4
P02618,40,Female,Asian,Bachelor,Liberal,3,4,4,3.0,5,Control,Control,0,3
P02619,45,Male,Hispanic,High School,Moderate,3,3,5,2.7,2,Control,Control,1,1
P02620,57,Male,Black,PhD,Moderate,4,1,3,1.4,3,Control,Control,1,3
P02621,48,Female,White,Bachelor,Moderate,2,4,1,2.9,3,Ad_Emotion,Ad_Emotion,1,5
P02622,49,Female,White,Master,Liberal,5,3,2,3.0,3,Ad_Emotion,Ad_Emotion,1,4
P02623,41,Female,Black,Bachelor,Moderate,1,3,3,3.1,1,Control,Control,1,3
P02624,56,Female,White,Master,Moderate,5,4,1,2.0,1,Ad_Reason,Ad_Reason,0,3
P02625,44,Male,White,Bachelor,Moderate,2,2,3,2.2,4,Ad_Reason,Ad_Reason,0,4
P02627,56,Male,Hispanic,Bachelor,Moderate,2,2,2,2.3,5,Ad_Reason,Ad_Reason,1,3
P02628,48,Male,White,High School,Liberal,2,4,5,3.5,4,Ad_Emotion,Ad_Emotion,0,2
P02629,34,Female,Asian,Bachelor,Conservative,5,4,4,2.2,1,Control,Control,1,4
P02630,34,Female,Black,High School,Moderate,3,5,4,1.1,5,Ad_Emotion,Ad_Emotion,0,2
P02631,43,Female,Hispanic,High School,Liberal,4,5,4,2.9,4,Ad_Emotion,Ad_Emotion,0,3
P02632,45,Female,Hispanic,High School,Liberal,4,4,5,3.6,4,Control,Control,1,3
P02633,42,Female,Asian,Bachelor,Moderate,4,5,4,2.7,3,Ad_Reason,Ad_Reason,1,5
P02634,43,Male,White,Bachelor,Liberal,4,3,3,1.0,1,Ad_Emotion,Ad_Emotion,1,3
P02635,60,Male,White,Bachelor,Conservative,1,2,4,1.0,5,Ad_Emotion,Ad_Emotion,0,2
P02636,52,Female,White,High School,Moderate,2,4,4,4.2,2,Control,Control,0,2
P02637,42,Male,Asian,Bachelor,Liberal,1,3,2,3.0,4,Ad_Reason,Ad_Reason,1,4
P02638,51,Male,Hispanic,Bachelor,Moderate,4,1,5,3.6,1,Ad_Emotion,Ad_Emotion,1,5
P02639,27,Male,Asian,High School,Liberal,4,1,5,3.2,5,Control,Control,1,5
P02640,44,Female,White,Master,Conservative,5,5,4,1.8,1,Ad_Emotion,Ad_Emotion,1,3
P02641,61,Male,White,Bachelor,Liberal,4,5,1,2.7,1,Control,Control,1,3
P02642,37,Female,White,Master,Conservative,2,3,2,1.3,5,Ad_Reason,Ad_Reason,0,3
P02643,29,Female,White,High School,Moderate,4,1,4,3.9,3,Ad_Reason,Ad_Reason,1,4
P02644,32,Male,White,High School,Conservative,4,4,1,3.3,3,Ad_Reason,Ad_Reason,1,5
P02645,26,Female,White,Master,Liberal,1,2,3,3.7,4,Ad_Reason,Ad_Reason,1,3
P02646,30,Female,Hispanic,Master,Liberal,2,5,2,4.3,3,Ad_Emotion,Ad_Emotion,1,5
P02647,35,Female,White,High School,Conservative,3,3,5,2.6,4,Ad_Emotion,Ad_Emotion,1,1
P02648,23,Female,White,High School,Moderate,5,5,1,2.3,4,Ad_Reason,Ad_Reason,0,3
P02649,40,Male,Hispanic,Bachelor,Liberal,3,3,4,2.9,5,Ad_Reason,Ad_Reason,1,2
P02650,50,Female,White,Bachelor,Liberal,1,1,1,4.3,1,Ad_Reason,Ad_Reason,1,3
P02651,29,Male,White,Master,Liberal,4,5,5,1.4,2,Ad_Emotion,Ad_Emotion,1,3
P02652,58,Female,White,High School,Moderate,5,3,3,3.0,2,Ad_Reason,Ad_Reason,1,3
P02653,46,Female,White,Bachelor,Liberal,2,3,1,3.8,3,Ad_Reason,Ad_Reason,1,5
P02654,52,Female,White,High School,Liberal,5,5,4,3.3,5,Ad_Reason,Ad_Reason,0,1
P02655,32,Male,White,Bachelor,Liberal,1,2,1,4.1,2,Control,Control,0,1
P02656,50,Male,White,High School,Moderate,4,4,3,1.5,1,Ad_Reason,Ad_Reason,1,2
P02657,26,Male,White,PhD,Liberal,1,1,1,4.1,4,Control,Control,0,2
P02658,50,Male,White,Bachelor,Conservative,2,5,3,2.4,4,Control,Control,1,3
P02659,42,Male,Hispanic,Master,Liberal,3,5,3,1.0,5,Ad_Reason,Ad_Reason,1,4
P02660,46,Female,White,High School,Conservative,4,2,2,2.7,3,Control,Control,0,2
P02662,29,Female,White,High School,Liberal,1,5,4,2.8,3,Ad_Emotion,Ad_Emotion,1,5
P02663,47,Male,White,Bachelor,Liberal,1,2,4,1.5,3,Ad_Emotion,Ad_Emotion,1,3
P02664,28,Female,Asian,Master,Moderate,1,4,4,2.9,5,Ad_Emotion,Ad_Emotion,0,4
P02665,45,Female,White,Bachelor,Moderate,4,3,3,2.4,4,Ad_Emotion,Ad_Emotion,1,2
P02666,23,Female,White,High School,Moderate,1,4,3,5.0,3,Control,Control,1,4
P02667,50,Female,Black,High School,Liberal,5,4,2,3.2,3,Ad_Reason,Ad_Reason,1,3
P02668,25,Male,White,High School,Conservative,5,4,3,3.2,1,Ad_Reason,Ad_Reason,1,3
P02669,46,Female,Hispanic,Master,Conservative,5,4,2,2.8,4,Ad_Reason,Ad_Reason,0,1
P02670,47,Male,Hispanic,Bachelor,Moderate,4,3,1,4.2,3,Ad_Emotion,Ad_Emotion,1,5
P02671,31,Male,White,Master,Moderate,1,1,4,3.5,2,Ad_Emotion,Ad_Emotion,0,5
P02672,46,Female,White,Bachelor,Moderate,2,1,4,4.5,2,Ad_Reason,Ad_Reason,1,2
P02673,43,Female,White,High School,Liberal,1,2,5,4.1,4,Ad_Emotion,Ad_Emotion,0,4
P02674,33,Female,Other,High School,Liberal,4,2,2,2.6,4,Ad_Reason,Ad_Reason,1,2
P02675,27,Male,Hispanic,Master,Moderate,5,5,5,3.7,5,Ad_Reason,Ad_Reason,1,4
P02677,44,Male,White,High School,Liberal,1,4,5,3.9,2,Ad_Reason,Ad_Reason,1,2
P02678,21,Male,Asian,High School,Moderate,4,3,1,3.4,2,Ad_Reason,Ad_Reason,1,4
P02679,41,Male,White,High School,Conservative,2,4,5,1.7,4,Ad_Reason,Ad_Reason,1,3
P02680,36,Male,White,High School,Liberal,4,3,1,3.0,4,Ad_Reason,Ad_Reason,0,2
P02681,48,Male,Hispanic,High School,Liberal,3,5,4,3.1,1,Ad_Emotion,Ad_Emotion,1,3
P02683,36,Male,Hispanic,Bachelor,Liberal,1,2,2,4.1,4,Ad_Reason,Ad_Reason,1,5
P02684,48,Female,White,High School,Liberal,3,5,5,2.4,1,Ad_Emotion,Ad_Emotion,0,2
P02685,44,Male,Hispanic,High School,Liberal,5,5,1,3.1,4,Ad_Emotion,Ad_Emotion,1,3
P02686,43,Female,White,PhD,Liberal,1,4,4,2.9,4,Ad_Emotion,Ad_Emotion,1,1
P02687,45,Female,White,Bachelor,Conservative,2,2,4,3.7,5,Ad_Reason,Ad_Reason,1,4
P02688,21,Male,White,PhD,Moderate,4,1,3,4.8,1,Control,Control,1,2
P02689,49,Female,White,High School,Moderate,4,5,4,3.6,3,Control,Control,0,3
P02690,47,Male,White,Bachelor,Moderate,1,2,4,3.6,3,Ad_Emotion,Ad_Emotion,0,2
P02692,37,Male,White,Bachelor,Liberal,4,3,4,1.5,3,Ad_Emotion,Ad_Emotion,0,2
P02693,39,Other,White,High School,Liberal,5,2,1,3.3,3,Ad_Reason,Ad_Reason,1,3
P02695,44,Male,White,PhD,Conservative,4,4,5,3.5,2,Ad_Reason,Ad_Reason,1,4
P02697,52,Male,Hispanic,PhD,Liberal,4,1,5,4.4,5,Ad_Reason,Ad_Reason,1,3
P02698,24,Female,White,High School,Moderate,5,5,4,1.8,1,Control,Control,0,3
P02699,47,Male,White,High School,Liberal,2,4,5,2.8,3,Ad_Reason,Ad_Reason,1,1
P02700,55,Female,Asian,Bachelor,Moderate,4,4,5,2.6,3,Ad_Reason,Ad_Reason,1,3
P02701,44,Male,White,Bachelor,Liberal,1,5,4,4.1,2,Control,Control,1,3
P02703,64,Female,White,PhD,Moderate,2,1,4,2.4,4,Ad_Reason,Ad_Reason,0,4
P02704,52,Male,White,High School,Conservative,4,2,3,3.1,2,Ad_Reason,Ad_Reason,1,3
P02705,42,Male,White,Bachelor,Moderate,1,5,3,2.2,2,Control,Control,0,4
P02706,52,Male,White,High School,Liberal,3,2,5,3.0,3,Control,Control,1,4
P02707,41,Female,Black,High School,Conservative,5,2,3,2.9,3,Ad_Reason,Ad_Reason,0,2
P02708,40,Male,White,Bachelor,Moderate,4,4,5,5.0,3,Ad_Reason,Ad_Reason,1,3
P02709,35,Male,White,Bachelor,Liberal,5,5,3,2.5,3,Control,Control,0,2
P02710,58,Male,White,High School,Liberal,2,2,5,2.9,2,Control,Control,1,4
P02711,30,Male,White,High School,Liberal,3,3,2,3.2,5,Ad_Reason,Ad_Reason,1,5
P02712,58,Female,White,Bachelor,Moderate,3,1,1,3.3,3,Ad_Reason,Ad_Reason,0,4
P02713,45,Female,Hispanic,Bachelor,Moderate,5,4,3,4.0,1,Ad_Reason,Ad_Reason,1,3
P02714,23,Female,White,High School,Liberal,5,5,4,4.9,2,Ad_Emotion,Ad_Emotion,0,3
P02715,44,Female,Black,High School,Liberal,2,5,1,2.2,4,Control,Control,0,3
P02716,18,Female,White,High School,Liberal,1,4,5,3.4,4,Ad_Emotion,Ad_Emotion,1,3
P02717,47,Male,Black,Not Applicable,Moderate,4,2,1,2.8,5,Control,Control,0,4
